width	300	height	900
11	13	3	27.2773
13	8	4	101.48
16	9	0	23.3359
1	0	6	203.559
14	6	1	11.2578
2	2	5	140.133
1	0	6	150.949
2	2	2	54.5547
2	2	0	17.1914
2	2	5	105.672
1	0	0	17.8633
17	13	6	107.316
17	10	5	83.6094
16	9	4	38.0078
1	0	0	21.1758
16	3	6	137.18
17	6	3	25.2109
14	9	6	317.551
9	6	1	35.2344
17	13	0	55.5664
1	14	2	94.4414
14	6	0	4.62891
2	2	2	2.10156
0	0	0	0
2	2	4	0.699219
0	6	0	8.37891
13	8	0	19.5039
12	17	4	242.441
11	11	0	50.7031
13	17	6	249.414
0	6	5	238.383
17	10	7	175.422
17	6	3	95.8008
17	4	3	139.195
14	6	3	50.6914
0	6	1	61.7422
16	15	0	43.2969
17	10	6	231.898
2	15	7	434.656
17	11	0	81.4023
0	12	5	269.641
14	9	1	56.6016
8	3	5	243.781
17	10	3	776.574
16	14	2	618.141
17	13	0	195.629
15	16	0	202.066
17	5	1	292.445
11	14	2	56.9609
1	14	0	48.7656
17	10	5	482.328
17	5	0	33.5664
12	3	7	66.3047
17	5	5	299.969
17	10	5	514.977
2	13	1	50.8047
14	9	2	447.777
17	12	3	891.078
14	6	3	861.414
17	6	0	173.172
16	7	7	989.242
17	6	5	669.211
17	5	0	131.129
17	12	0	137.699
0	6	4	572.84
15	14	2	304.957
12	5	7	611.023
17	12	7	727.516
15	9	4	246.477
17	12	0	58.1992
1	14	3	285.582
0	6	6	559.207
14	8	2	147.184
17	12	0	73.6992
1	0	3	297.25
17	4	0	72.707
16	9	6	440.273
0	6	5	356.758
16	9	0	22.2109
1	0	0	32.3633
14	6	0	2.68359
2	2	7	140.922
2	2	0	16.1289
2	2	1	35.3359
1	0	1	37.3672
1	0	1	37.7891
1	0	4	83.3477
2	2	2	49.9023
1	0	0	17.7383
1	0	0	15.0508
17	4	1	26.9141
16	14	7	204.07
0	6	7	123.141
1	14	1	46.6563
0	7	2	75.1523
1	14	1	33
16	9	7	13.5234
14	6	7	149.219
0	0	0	0
1	0	2	0.0351563
0	7	0	2.55859
13	8	7	365.344
8	3	6	193.516
12	3	0	20.0703
15	13	5	282.453
15	9	7	148.266
2	2	5	181.438
1	0	0	29.9258
14	8	6	52.3867
1	0	6	181.043
2	2	1	51.8828
17	12	7	388.102
15	15	6	286.578
15	7	7	422.336
11	12	1	1.61719
15	14	0	31.9609
13	17	5	274.219
17	6	6	223.836
17	6	5	811.93
0	7	1	348.445
12	9	6	736.91
17	6	6	733.414
6	4	0	51.0234
15	2	7	579.094
17	6	1	259.359
11	12	4	333.379
17	5	0	122.566
11	12	5	75.6328
17	6	2	266.328
15	10	4	695.34
13	8	7	819.992
14	9	0	86.168
12	8	1	164.844
15	14	6	1436.09
14	1	7	1306.61
16	14	2	411.508
0	7	4	638.41
0	6	2	380.961
16	15	0	117.922
0	7	0	129.059
13	8	4	441.754
16	14	7	831.531
17	12	1	201.055
15	6	4	371.102
16	9	2	171.883
0	6	7	613.945
17	13	6	714.98
14	8	4	302.777
14	8	0	60.3711
2	2	6	474.012
16	9	2	164.188
17	4	6	471.105
15	13	3	249.367
17	5	4	278.02
16	9	0	21.8984
2	2	3	85.8594
1	0	2	62.9375
2	2	3	78.875
1	0	6	110.73
1	0	0	17.8008
0	0	0	17.1875
2	2	2	46.9258
2	2	0	14.4414
1	0	1	31.3047
1	0	2	41.1328
2	2	1	29.9766
17	13	6	89.8633
17	4	6	67.1836
2	2	0	8.87891
1	14	1	24.2969
14	6	6	93.3477
1	0	6	66.6211
2	2	5	8.71875
0	0	0	0
1	0	2	1.18359
0	7	0	4.30859
15	2	1	167.922
17	6	7	575.961
17	5	7	210.656
16	15	3	132.387
16	15	6	218.68
2	2	5	170.711
0	0	0	26.1875
15	9	5	76.2109
16	3	0	27.5469
1	0	0	24.6758
15	9	6	137.297
17	12	7	422.648
0	6	0	37.1289
1	14	5	179.109
2	2	0	30.3164
0	7	0	29.7461
0	6	0	60.4414
6	4	0	32.1484
6	4	0	29.2734
16	12	6	483.641
1	14	0	59.2031
17	10	2	74.8086
0	6	7	309.852
14	9	7	402.289
15	13	0	31.7891
4	1	4	157.801
0	6	0	37.0664
6	4	4	144.008
15	13	6	1107.79
17	5	2	343.059
8	3	6	429.891
12	8	6	513.617
17	5	5	916.516
0	7	5	872.43
1	14	5	645.039
17	5	5	690.609
16	3	0	144.547
14	15	0	102.895
0	6	7	1044.12
15	9	3	387.973
14	6	1	174.648
0	7	2	274.684
1	14	3	330.352
0	6	3	332.734
15	9	1	163.094
15	9	0	68.7344
14	8	7	437.742
14	8	1	120.43
17	13	0	73.0039
14	8	6	331.512
17	4	7	560.852
15	9	2	201.441
12	8	6	503.125
17	5	0	46.0664
15	14	0	27.1484
14	6	1	10.2734
1	0	1	41.4453
2	2	5	94.2656
2	2	5	95.8906
0	0	0	15.375
1	0	6	104.84
14	6	5	29.9844
1	0	0	14.5508
0	0	0	12.4375
2	2	4	50.8008
1	0	0	10.0508
2	2	0	9.31641
2	2	0	13.0664
1	0	6	68.6758
2	2	4	21.0977
1	0	4	42.957
2	2	5	7.03125
0	0	0	0
0	0	0	0.25
0	7	7	69.9063
13	8	7	235.016
15	13	6	246.328
16	14	7	248.211
17	4	0	33.6445
17	6	4	156.156
13	17	1	73.6719
2	2	5	162.328
16	15	3	113.098
17	4	7	237.367
0	0	0	28.1875
2	2	6	206.707
16	14	5	298.969
16	14	0	45.0938
1	0	2	98.8789
2	2	1	68.2891
15	14	6	176
16	4	5	309.094
0	6	7	233.555
15	14	1	71.2344
0	7	7	492.445
16	14	1	119.813
17	14	6	214.449
17	4	7	239.313
0	6	0	39.8164
17	10	0	27.3359
1	0	0	27.7383
17	11	2	121.551
14	9	6	402.543
16	6	5	304.297
14	9	7	1.02344
0	7	7	560.555
14	15	2	386.785
0	7	2	442.941
0	7	5	734.492
13	17	4	512.609
11	12	7	485.414
13	17	2	380.043
14	9	0	83.668
0	7	6	1065.94
15	14	4	537.664
17	14	7	929.141
17	10	7	845.195
0	7	6	696.871
17	12	4	566.27
17	13	6	744.449
14	6	6	503.105
14	6	4	301.551
2	2	6	566.02
2	2	6	496.535
14	6	5	251.828
17	14	6	508.207
17	12	2	253.375
14	9	2	220.832
0	7	5	594.945
13	17	1	119.734
15	14	0	25.4609
2	2	0	26.8164
14	6	1	8.44531
14	6	1	7.94531
2	2	5	104.734
2	2	0	14.6289
2	2	5	75.5156
2	2	3	58.4844
2	2	6	86.5898
1	0	0	9.92578
1	0	0	8.55078
1	0	2	33.5234
0	11	0	15.6016
16	12	0	28.875
1	0	3	17.5469
0	0	0	7.375
2	2	4	6.81641
0	0	0	0
1	0	2	0.152344
0	7	7	58.9922
0	7	0	70.4961
4	1	4	193.449
0	10	7	353.992
17	12	5	222.102
17	5	6	222.371
12	9	3	71.4023
0	6	5	185
1	0	5	169.984
1	0	0	27.5508
2	2	2	89.5703
2	2	1	55.3828
0	6	0	37.8164
0	6	6	332.988
1	14	2	110.105
1	0	0	33.3008
0	7	2	141.633
16	13	0	34.5859
14	8	7	66.0078
17	10	5	209.516
17	13	5	281.281
16	3	4	210.969
16	15	1	62.1094
2	2	0	29.4414
17	11	5	238.438
15	9	7	154.547
17	10	0	30.2734
0	6	2	107.57
0	6	1	80.8828
17	13	3	104.945
16	14	5	151.938
17	6	5	206.633
17	13	6	1041.86
15	13	7	1180.96
13	17	6	1100.77
12	8	5	619.891
0	6	3	660.906
0	6	3	625.82
0	7	7	1256.15
17	6	7	1031.23
16	3	0	119.297
17	10	5	657.336
14	6	6	655.254
14	6	6	691.801
16	15	6	707.688
17	13	6	683.973
15	15	1	177.25
14	6	1	133.555
2	2	0	80.1289
0	6	3	312.141
0	6	3	290.512
15	14	2	212.68
17	13	6	572.957
17	13	5	508.555
14	6	1	151.008
17	13	0	93.1289
0	7	3	219.016
15	9	0	26.0469
1	0	5	206.633
1	0	7	263.648
14	6	7	10.9688
2	2	7	125.906
1	0	1	30.0234
1	0	1	37.9141
1	0	2	38.8594
1	0	0	11.6133
1	0	4	56.4102
2	2	7	66.9609
14	9	1	27.3516
17	6	0	23.4219
2	2	4	21.5898
2	2	0	6.87891
2	2	5	7.40625
0	0	0	0
0	0	0	0
0	6	7	108.859
17	12	0	56.2617
1	0	7	225.008
11	3	5	37.5313
14	8	7	66.1641
1	0	2	75.0586
17	12	7	208.711
1	0	7	213.367
15	14	5	129.773
17	12	0	33.8242
0	6	6	201.199
1	0	6	197.043
0	6	7	249.578
0	12	4	305.059
0	11	2	137.789
0	6	3	192.391
17	10	0	28.0234
14	5	6	134.578
15	13	6	134.242
17	12	0	31.1992
2	2	2	100.211
5	13	1	16.9531
0	6	3	133.68
1	0	6	199.809
13	8	6	63.9727
14	6	5	112.211
17	10	3	116.023
17	14	6	224.066
2	2	4	145.262
17	4	1	60.1172
17	12	0	44.6992
15	13	0	18.6016
12	13	3	250.039
17	5	5	982.125
16	14	2	575.582
17	12	6	1359.67
14	9	4	684.473
1	14	0	143.453
11	13	7	522.594
1	14	5	794.023
17	14	6	832.621
16	15	1	235.609
2	2	7	893.547
17	13	1	228.57
17	13	4	543.293
14	8	4	450.598
15	14	1	193.359
17	13	4	497.09
17	12	4	495.379
17	10	2	253.141
0	6	4	401.535
17	13	4	404.48
17	4	0	85.207
17	4	6	665.395
15	14	3	330.613
17	13	5	563.883
17	12	2	272.918
15	16	0	84.6289
17	12	4	344.098
0	6	5	236.617
14	8	7	19.3047
2	2	5	98.3359
1	0	0	15.3008
14	6	1	2.55469
2	2	3	51.9492
1	0	0	11.4258
2	2	0	9.94141
1	0	0	8.73828
1	14	4	70.5625
13	17	0	12.6875
2	2	2	15.9375
1	0	5	45.5
2	2	5	10.6719
0	0	0	0
2	2	1	1.38281
0	6	7	96.8906
0	7	5	379.07
1	0	0	28.1758
0	0	3	116.727
2	2	4	136.629
1	0	1	49.9609
1	0	5	177.172
14	6	1	18.2266
2	2	6	223.402
15	15	1	55.1563
13	8	2	28.2656
0	6	2	111.27
16	15	5	160.266
17	10	6	197.727
16	14	7	281.508
0	6	1	87.8203
15	15	1	112.313
17	5	7	285.273
15	9	3	184.004
13	8	0	5.44141
15	14	5	177.617
2	2	0	42.0664
16	4	2	184.379
0	6	0	45.1914
0	7	0	68.9961
17	5	4	295.793
0	6	3	216.543
0	6	3	179.754
1	0	0	31.6758
17	4	0	33.707
17	13	6	213.348
5	17	3	119.895
17	10	7	1195.48
17	12	0	219.012
0	6	3	788.816
0	6	0	168.879
17	12	7	1653.12
14	9	0	129.668
15	14	6	919.945
16	15	6	814.055
17	10	7	895.164
17	10	1	236.984
0	7	5	652.68
17	10	6	711.648
17	10	3	429.602
15	14	6	714.508
14	6	3	354.832
16	9	7	721.969
17	4	7	748.367
17	13	0	90.1289
2	2	6	594.082
17	12	3	321.859
15	14	6	569.398
17	12	5	564.445
14	6	1	138.148
17	10	2	218.508
16	9	7	568.578
17	13	2	233.773
17	12	1	178.68
17	12	5	359.211
0	6	5	197.375
17	10	0	15.2734
14	6	7	20.1797
17	4	6	105.434
17	10	4	26.5469
1	0	3	42.9805
2	2	6	66.2852
2	2	1	18.7891
17	4	7	54.0313
2	2	4	22.9961
1	0	3	20.2734
0	0	1	15.6563
2	2	5	0.078125
0	0	0	0
2	2	1	0.492188
0	6	7	45.6563
12	8	6	167.461
0	6	5	152.805
0	0	0	25.3125
1	0	6	183.137
1	0	5	146.641
14	6	5	35.3516
1	0	5	178.039
1	0	0	28.9883
14	8	6	48.1758
14	8	3	48.6836
17	13	5	228.992
16	14	7	231.992
14	8	5	64.4922
14	6	6	59.1758
1	14	0	28.5156
15	15	3	159.629
17	13	3	121.215
17	10	6	199.484
17	11	6	417.871
0	6	6	328.918
17	13	5	278.57
15	15	6	262.086
14	9	0	34.668
5	13	2	217.934
15	9	1	266.75
15	10	4	307.23
16	14	6	619.313
14	9	0	6.23047
16	9	6	186.688
15	14	5	210.164
9	2	4	135.664
14	9	4	559.574
11	12	0	89.9102
13	17	6	1290.47
15	2	0	146.539
17	6	3	575.293
17	6	6	919.039
11	12	2	208.25
14	1	4	565.238
16	14	4	567.117
14	6	6	654.809
17	10	2	305.738
17	13	7	813.492
17	4	6	711.129
17	4	6	683.754
17	12	3	383.184
1	0	0	103.551
16	9	0	79.5234
1	0	6	577.566
17	12	5	461.031
17	12	5	453.852
17	13	0	81.0039
12	9	5	209.117
16	9	1	207.578
17	13	7	734.688
17	13	0	76.3789
0	6	0	78.3164
9	6	1	107.953
16	14	2	187.301
17	12	0	80.5117
0	7	5	161.68
17	14	6	106.926
0	0	0	15.4375
15	14	4	55.9453
2	2	5	73.9688
2	2	5	52.9766
1	0	0	6.92578
2	2	3	22.0742
1	0	1	10.5078
1	0	3	22.3633
1	0	6	60.1523
2	2	2	1.47266
0	0	0	0
1	0	6	0.746094
15	9	2	37.3203
11	12	0	26.3398
1	14	1	90.3906
1	0	6	180.223
1	0	3	103.898
15	9	1	18.7969
15	9	0	21.1094
0	6	0	27.5664
0	6	0	41.5664
0	6	3	124.43
1	0	3	105.406
17	14	3	117.66
17	4	2	87.7734
0	6	4	163.949
17	10	0	24.5859
17	14	0	29.8008
1	14	4	166.344
15	3	4	149.852
15	2	0	31.6016
15	9	7	157.609
14	1	6	243.777
0	6	6	290.699
15	13	6	187.094
16	3	6	523.367
0	6	2	294.305
1	14	0	134.828
12	9	3	120.633
16	13	4	506.719
14	9	5	516.977
6	4	7	458.555
14	9	0	29.7305
1	4	1	136.891
13	1	6	500.566
17	12	6	1051.39
13	8	3	455.016
13	17	6	929.047
17	11	3	513.973
0	6	6	878.863
17	5	6	937.262
15	9	7	939.063
17	5	7	846.078
14	8	3	374.227
14	6	1	181.383
17	10	1	205.141
15	13	2	278.656
17	12	4	424.059
16	9	6	571.859
15	14	5	521.078
14	6	0	80.4336
14	6	0	71.3086
17	4	0	89.7695
17	13	2	260.699
15	15	6	700.477
0	7	0	108.996
15	14	2	292.258
15	14	0	85.2734
16	3	0	83.2969
14	8	2	220.621
0	7	5	475.352
17	12	5	414.188
0	6	4	360.824
17	13	0	44.8164
15	13	6	58.5078
17	4	0	15.582
0	6	0	19.1914
15	9	0	2.01563
17	12	3	19.375
2	2	3	37.3242
2	2	5	38.7109
0	0	2	15.3164
0	0	0	6.0625
1	0	0	8.55078
0	0	2	0.308594
0	0	0	0
1	0	1	0.945313
17	4	6	20.8867
17	12	5	259.703
17	12	2	122.68
0	6	6	239.574
17	5	4	142.762
17	12	0	32.1367
17	10	2	85.7969
17	13	6	220.059
1	14	7	224.648
1	14	4	167.336
12	8	6	33.9766
0	6	5	251.164
15	15	5	171.25
17	13	5	169.719
17	13	0	29.0039
1	0	0	29.8008
15	14	4	107.336
14	8	6	77.9414
0	6	4	202.371
16	14	3	111.93
16	13	5	160.922
8	3	3	99.7969
15	9	3	197.664
1	14	0	54.2031
11	12	4	98.0977
15	15	1	267.875
13	17	1	150.078
17	6	5	758.367
17	6	6	1100.44
11	4	0	191.965
0	6	0	172.629
16	12	0	56.75
1	14	0	31.3281
11	12	0	46.4102
13	8	2	327.391
17	5	7	891.266
13	17	0	124.813
16	11	6	913.031
17	10	3	473.578
17	13	0	113.816
17	13	1	200.961
14	8	0	85.2461
16	9	6	650.922
16	14	1	215.719
1	14	5	741.5
17	13	7	825.945
15	9	5	448.922
17	10	4	416.57
17	12	7	745.117
17	10	0	86.8359
14	8	1	135.148
14	6	5	456.281
0	6	1	205.539
16	4	7	832.281
17	5	1	234.273
16	12	0	116.75
15	14	3	349.605
17	12	0	91.5117
17	10	3	319.176
16	14	6	535.766
0	7	2	169.402
17	13	0	28.5039
14	1	7	250.391
15	7	3	65.8477
17	13	7	129.672
16	14	5	167.07
15	14	1	31.7188
15	14	1	35.1875
15	9	4	33.9609
0	0	0	4.75
2	2	6	45.668
14	6	0	13.5039
1	0	3	1.83203
0	0	0	0
1	0	1	1.25781
2	2	1	0.210938
17	6	2	44.707
17	6	7	127.852
0	6	0	74.5039
0	7	2	138.43
17	10	0	21.2734
1	14	6	213.063
14	7	0	12.6406
0	6	5	234.758
0	6	6	279.246
15	13	6	105.234
15	9	5	141.773
1	14	6	210.57
15	14	1	42.4219
1	0	6	265.762
17	12	4	142.504
14	6	0	14.8711
0	6	3	177.691
0	6	6	229.355
5	13	0	13.8828
0	6	5	188.742
15	9	1	55.8125
4	1	2	162.633
15	13	1	84.3438
17	5	6	292.207
14	9	2	134.605
13	17	6	542.945
14	9	7	233.305
17	6	3	137.781
16	12	6	543.969
14	9	6	1001.81
17	6	0	148.984
15	13	6	280.828
14	9	6	301.52
15	15	5	766.008
0	7	2	294.035
16	14	0	117.344
15	9	3	474.945
17	12	3	457.344
15	14	1	218.781
14	6	4	508.879
17	10	0	109.586
16	14	3	403.77
17	4	0	112.457
14	8	1	200.773
15	15	1	224.016
16	15	7	889.188
15	14	0	95.0859
14	6	1	163.883
0	7	1	238.508
17	13	1	193.195
16	14	4	483.523
17	5	5	557.539
16	3	7	849.828
11	12	0	46.1602
0	7	2	289.328
16	14	0	97.4063
15	15	6	594.914
14	5	6	405.289
16	15	0	62.0469
1	14	5	267.211
0	6	6	195.91
0	7	0	24.5586
17	13	5	151.203
16	14	1	39.4063
17	10	2	6.65234
15	14	1	24
0	6	0	36.8789
17	5	0	19.5664
2	2	5	28.8203
14	6	5	73.0859
14	6	0	13.0039
0	0	2	0.359375
0	0	0	0
1	0	1	0.367188
2	2	7	1.41406
17	5	2	42.7227
15	9	7	285.578
0	7	7	276.5
0	10	7	356.25
0	7	0	45.1211
15	10	1	61.1953
0	7	2	181.055
11	9	4	244.953
0	7	6	295.004
16	15	5	235.93
0	7	4	131.254
0	6	4	219.707
17	12	6	177.637
17	13	6	229.52
15	14	5	153.047
17	12	1	87.8516
0	6	7	327.781
16	14	3	300.164
1	14	6	433.383
0	7	4	288.293
5	13	2	42.0078
15	15	5	206.719
15	15	0	55.3906
5	13	5	147.57
16	14	0	52.6563
15	14	4	273.891
16	14	7	446.289
15	14	4	211.742
14	6	5	230.734
14	9	1	93.5547
14	9	7	568.453
0	7	1	168.398
0	7	4	344.355
16	14	5	827.117
13	8	0	97.1914
0	7	3	455.832
1	14	6	752.727
14	6	5	515.375
15	14	6	773.445
17	4	6	838.605
14	8	1	197.164
17	10	2	327.27
16	9	6	690.07
15	9	1	206
16	14	3	518.254
17	10	3	396.563
15	14	7	744.961
15	9	7	680.242
15	14	6	708.992
17	13	0	89.5664
17	13	3	403.824
16	14	3	416.473
17	10	5	610.648
17	13	5	681.25
0	6	3	402.867
0	6	0	103.691
16	14	6	535.602
14	8	5	275.938
17	13	0	47.4414
17	10	3	54.1094
15	14	6	101.656
17	13	6	209.895
17	10	7	94.6328
17	13	3	66.9844
16	14	1	18.8125
0	6	7	151.867
13	17	3	190.785
17	6	7	75.1953
2	2	4	23.6836
14	6	5	62.0469
14	6	0	15.8789
1	0	0	0.300781
0	0	0	0
0	0	0	0
0	0	0	0
0	6	7	79.4297
17	13	7	264.086
17	4	6	263.449
15	15	5	374.234
12	9	1	47.9922
15	2	7	523.813
16	3	7	515.68
16	11	5	300.594
0	6	2	137.641
16	14	3	107.035
15	15	6	204.664
1	14	0	38.5156
16	15	0	28.4219
17	10	6	243.313
16	3	2	106.391
0	7	1	53.6328
15	14	6	149.664
17	12	5	270.211
0	7	1	100.086
17	5	6	260.996
0	7	5	284.57
17	12	0	30.9492
14	8	6	205.27
17	10	6	300.555
16	14	3	193.086
17	12	2	168.023
14	8	1	76.9922
15	14	1	118.703
15	16	1	130.398
0	6	1	163.242
0	7	3	346.691
1	14	3	342.945
14	9	5	399.398
17	5	4	641.48
17	13	5	911.578
13	17	1	233.313
17	12	3	563.977
13	8	0	74.9414
16	14	5	678.766
14	6	6	713.902
2	2	0	131.004
0	7	6	832.754
16	3	0	120.109
17	10	6	777.641
15	6	4	619.984
17	13	7	897.844
17	13	1	229.133
1	14	7	806.766
17	5	0	85.7539
17	10	5	543.305
16	3	4	518.172
17	12	5	664.305
0	10	7	897.766
12	9	6	231.934
0	7	1	182.727
17	12	7	838.039
15	13	7	673.5
6	4	1	9.0625
16	3	7	163.539
1	0	3	77.875
2	2	3	69.7813
2	2	1	32.2109
16	15	0	15.2344
1	0	7	100.297
14	6	6	63.0742
2	2	6	95.2148
15	14	6	216.234
13	17	6	50.2891
0	0	1	10.25
17	12	2	19.5586
2	2	4	5.75391
1	0	1	1.05469
0	0	0	0
0	0	0	0
0	0	0	0
15	9	2	42.0898
16	14	7	283.969
14	6	2	17.7305
16	9	6	114.711
15	15	3	146.555
1	14	1	85.3281
15	9	3	97.8477
0	6	1	100.039
0	6	2	146.227
0	7	5	191.578
17	12	4	171.074
17	13	4	134.98
1	0	7	285.867
17	13	5	272.313
15	14	2	127.453
17	12	1	96.2109
0	7	3	135.133
1	0	0	28.3633
17	14	0	29.9258
0	7	1	53.4922
15	6	7	286.578
1	14	5	237.211
17	13	0	34.8164
15	14	6	144.195
17	10	7	172.977
0	6	1	71.1484
17	12	0	65.1992
0	6	1	89.2109
15	15	5	310.203
17	10	5	351.742
17	5	1	143.242
17	6	2	317.063
0	7	6	1303.13
6	4	1	113.109
16	4	2	320.703
16	14	5	858.422
13	8	0	81.6289
15	9	6	881.867
17	10	7	1134.73
16	12	0	76.9375
15	9	6	671.898
15	14	6	849.094
0	6	4	645.973
15	14	0	93.5234
17	13	6	788.105
17	12	6	859.41
0	7	4	484.035
1	14	0	106.828
15	14	5	700.148
15	15	6	824.547
1	14	1	192.734
15	15	6	744.258
0	7	1	239.383
16	14	2	266.367
16	9	6	525.695
17	12	0	92.8867
17	6	2	286.422
13	13	7	897.445
12	3	2	11.1328
17	14	5	101.711
1	0	6	121.082
1	0	0	13.5508
1	0	1	24.4609
1	0	7	79.2109
0	0	2	22.4336
1	0	6	50.0352
17	13	6	61.707
2	2	2	18.2539
0	0	0	5.3125
14	6	0	10.0664
1	0	3	1.01172
2	2	0	0.378906
0	0	0	0
0	0	0	0
0	0	0	0
2	2	1	1.38281
0	7	7	196.773
15	13	6	90.7734
1	0	6	182.066
0	6	0	30.9414
16	15	7	248.82
1	14	5	210.758
15	14	6	189.727
0	6	5	245.508
17	11	5	257.109
16	3	5	182.547
16	3	5	253.281
17	12	0	40.5742
14	8	2	43.0273
15	14	6	200.977
15	14	6	221.047
1	14	0	42.2656
15	14	3	109.043
17	12	5	234.227
17	10	4	100.055
17	10	2	58.0586
17	10	5	261.328
17	10	5	240.766
17	10	0	30.2734
17	4	5	179.609
17	12	6	167.871
17	10	2	84.8359
17	12	5	288.469
0	12	6	345.066
17	5	2	180.27
15	13	0	95.7891
15	9	6	856.578
17	5	6	1076.43
11	13	7	714.227
17	5	4	612.684
15	9	1	240.063
17	6	3	344.133
0	7	1	225.117
17	6	7	773.164
1	14	7	898.461
14	1	0	70.8164
13	17	3	288.297
17	10	3	441.398
16	9	0	108.336
17	10	4	615.25
0	7	2	304.746
17	12	1	201.648
17	10	1	201.656
16	3	3	418.488
1	14	0	98.5156
16	14	2	270.453
15	14	7	776.789
15	14	6	673.547
0	6	5	467.992
16	14	2	247.207
11	5	1	131.977
17	6	2	450.563
17	13	6	1485.18
0	9	1	252.016
14	9	0	37.168
15	13	6	69.3281
1	0	6	89.1055
1	0	3	42.0078
2	2	4	41.4883
1	0	0	7.80078
1	0	0	5.73828
1	0	3	19.7734
0	0	0	5
14	6	2	34.1602
14	6	0	13.1289
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	2	0.617188
17	5	2	7.41016
0	7	5	353.898
2	2	4	122.426
17	4	6	157.793
17	10	3	80.6484
14	6	7	96.1719
17	13	5	174.656
17	4	7	260.883
17	13	7	256.07
16	15	5	204.672
0	6	1	72.3047
17	12	6	334.543
17	13	1	105.461
17	13	4	236.105
17	13	1	103.836
17	13	1	99.7266
16	15	1	64.3281
1	14	0	36.2656
17	10	3	97.7969
14	6	5	54.9297
17	4	6	213.965
17	10	3	128.602
0	7	0	41.1211
17	4	0	36.332
1	0	2	93.0391
0	6	6	199.637
15	14	6	193.125
0	6	4	238.996
15	16	5	280.367
0	6	1	99.7422
17	5	6	444.113
13	1	2	240.629
0	7	0	174.809
17	6	7	1250.98
13	17	3	520.188
11	4	0	174.777
17	6	0	94.9844
13	8	6	509.254
14	9	0	80.4805
1	14	2	309.016
15	6	6	523.359
12	9	6	81.6914
15	14	1	216.547
17	10	7	846.953
17	13	5	629.281
17	12	5	620.148
14	8	5	549.102
16	14	6	784.195
17	13	7	822.586
17	13	6	631.723
16	3	4	494.586
17	12	0	83.0117
15	14	4	376.758
17	12	0	83.1992
14	9	5	422.844
8	3	4	471.43
5	3	4	209.742
2	1	1	180.234
11	0	0	60.1602
11	13	3	95.4805
14	9	0	30.1055
15	13	6	2.24219
2	2	5	47.7422
1	0	0	6.98828
1	0	0	5.61328
1	0	3	16.2617
2	2	6	34.7383
2	2	7	103.883
14	8	0	17.3164
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	2	1	0.445313
15	9	2	44.3477
10	7	6	181.023
14	9	0	0.105469
1	0	6	150.605
14	8	5	32.5703
14	6	0	10.9961
2	2	0	30.1914
17	10	0	25.7734
17	10	7	172.023
15	15	0	29.8281
17	12	6	228.613
17	13	6	313.363
17	10	5	279.844
17	10	5	371.68
17	10	0	46.3359
14	6	3	75.3711
17	10	7	211.805
2	2	1	53.6328
17	13	6	242.707
15	15	5	219.188
15	14	5	168.164
17	10	0	23.2109
15	9	3	64.8984
17	12	5	339.656
1	14	6	237.281
14	8	6	89.4961
16	14	3	120.586
14	8	5	187.617
17	13	0	47.6289
14	8	1	47.4766
15	14	1	105.875
0	6	6	496.707
17	5	6	797.246
17	5	3	650.906
17	6	0	120.484
11	14	6	108.48
14	9	5	625.82
14	9	4	432.105
17	6	2	297.68
0	7	5	719.297
14	9	4	191.066
16	3	1	114.578
14	6	5	540.938
15	14	6	726.586
17	12	4	465.418
17	10	2	268.617
17	4	1	216.633
12	5	3	323.402
15	15	1	200.375
16	3	1	174.219
15	15	1	195.266
17	12	0	93.7617
17	10	3	302.871
15	13	7	659.398
16	14	4	969.734
17	6	3	653.137
0	7	1	313.102
17	6	6	999.844
17	6	3	633.309
12	8	0	106.344
13	8	0	108.754
17	5	0	60.9414
0	6	5	140.883
17	4	4	34.9414
2	2	2	14.1953
1	0	0	4.86328
2	2	6	42.207
14	6	0	7.37891
2	2	3	0.300781
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0.109375
0	0	1	0.671875
4	1	1	63.6328
11	12	6	277.473
14	9	0	19.2305
0	6	3	106.152
1	0	7	252.891
16	15	7	208.945
16	14	5	229.695
15	14	5	114.633
17	12	7	312.086
17	12	0	29.0742
16	14	3	103.688
0	12	4	190.887
17	13	3	195.172
15	14	6	348.094
0	6	6	373.41
14	1	0	37.1289
17	13	7	240.836
0	0	0	26.25
15	14	6	169.922
17	10	3	120.09
15	10	5	242.219
2	1	2	181.91
15	10	4	642.277
14	15	0	43.832
17	10	6	149.938
17	10	1	51.1719
16	15	3	170.672
17	10	7	230.336
15	9	5	156.852
17	10	1	116.516
17	12	7	675.086
5	13	0	73.5078
17	5	6	726.332
17	13	5	916.375
8	3	1	118.047
14	9	6	766.332
17	6	0	145.109
17	6	2	301.5
6	4	1	123.563
15	3	2	220.426
17	12	0	61.2617
14	6	3	309.297
2	2	1	207.242
17	13	4	492.512
17	12	0	108.449
17	12	5	639.516
17	13	0	96.0664
14	8	6	558.113
16	14	2	286.32
15	15	0	95.0781
15	14	0	93.0859
17	12	2	242.352
9	2	3	4.6875
16	15	0	192.984
16	7	0	164.465
